sensorId,lat,lon,boxName,boxId,unit,temperatur_2018-10-21T22Z,temperatur_2018-10-21T23Z,temperatur_2018-10-22T00Z,temperatur_2018-10-22T01Z,temperatur_2018-10-22T02Z,temperatur_2018-10-22T03Z,temperatur_2018-10-22T04Z,temperatur_2018-10-22T05Z,temperatur_2018-10-22T06Z,temperatur_2018-10-22T07Z,temperatur_2018-10-22T08Z,temperatur_2018-10-22T09Z,temperatur_2018-10-22T10Z,temperatur_2018-10-22T11Z,temperatur_2018-10-22T12Z,temperatur_2018-10-22T13Z,temperatur_2018-10-22T14Z,temperatur_2018-10-22T15Z,temperatur_2018-10-22T16Z,temperatur_2018-10-22T17Z,temperatur_2018-10-22T18Z,temperatur_2018-10-22T19Z,temperatur_2018-10-22T20Z,temperatur_2018-10-22T21Z,temperatur_2018-10-22T22Z,temperatur_2018-10-22T23Z
5a0c2cc89fd3c200111118f7,51.960435,7.641426,Umwelthaus Münster,5a0c2cc89fd3c200111118f0,°C,12.601864406779661,12.660508474576272,12.768813559322034,12.282456140350877,12.413559322033898,12.682631578947367,12.790847457627118,12.908999999999999,12.5635,12.505964912280703,12.62864406779661,13.607,14.884166666666665,15.375166666666667,15.4495,15.689833333333333,15.415833333333333,14.340689655172413,13.045,12.191016949152543,12.133999999999999,11.32542372881356,10.568000000000001,9.851833333333333,9.3405,8.4375
5a0c30489fd3c20011115fbe,51.970725,7.631443,Nordschänke,5a0c30489fd3c20011115fb7,°C,13.233833333333333,13.3185,13.367666666666667,12.817166666666667,12.927666666666665,13.066166666666668,13.4565,13.4925,13.238666666666667,13.112666666666666,13.392,16.754833333333334,19.977333333333334,18.333333333333332,17.049166666666668,16.538,16.121639344262295,15.129999999999999,13.898,12.667166666666667,12.576333333333334,11.648166666666667,11.058666666666666,10.625833333333333,9.816,9.041
5a0c347b9fd3c2001111b708,51.921125,7.620665,VennheideBox,5a0c347b9fd3c2001111b701,°C,9.609166666666665,10.123166666666666,10.693166666666666,10.272333333333334,10.171166666666666,10.608833333333333,10.820833333333333,11.059500000000002,11.108,11.732833333333334,11.715,12.481333333333334,13.749333333333334,14.437166666666666,14.370000000000001,14.447833333333334,14.42,13.393333333333334,11.934666666666667,10.467666666666666,9.592,8.932666666666668,7.552499999999999,6.517666666666667,6.327,6.658833333333333
5a30ea5375a96c000f012fe7,51.951978,7.628977,Münster Süd,5a30ea5375a96c000f012fe0,°C,12.6405,12.604166666666666,12.776166666666667,12.3495,12.283220338983051,12.465166666666667,12.7995,12.875,12.395636363636363,12.755833333333333,13.227,18.342499999999998,19.68116666666667,19.370833333333334,18.291166666666665,17.964237288135596,16.32133333333333,14.781833333333333,13.432666666666668,12.366666666666667,12.195500000000001,11.144333333333332,9.958499999999999,9.053166666666666,8.360166666666666,7.607333333333333
5a809753398b820011b45e88,51.953156,7.544077,Jackson Storm,5a809753398b820011b45e83,°C,12.429512195121951,12.597142857142858,12.781428571428572,12.510370370370369,12.465166666666667,12.695333333333334,12.98672131147541,13.119166666666667,13.027333333333333,13.266333333333334,13.3385,13.647,14.0555,14.603333333333333,14.747666666666667,14.956666666666667,15.922,15.110000000000001,13.612666666666666,12.746999999999998,12.5925,11.756666666666666,11.003833333333334,10.217,9.935833333333333,9.609666666666667
5ab3dd50850005001bd25b5a,51.972139,7.642386,Wetterfuchs home,5ab3dd50850005001bd25b55,°C,,,,,,,13.328333333333333,13.123809523809525,12.694878048780488,12.682857142857141,12.930243902439024,13.94595238095238,15.081190476190475,15.726190476190476,15.688571428571427,15.854146341463414,15.288571428571428,14.533809523809524,13.104146341463414,12.122619047619047,11.985714285714286,10.876904761904761,9.899024390243902,9.369523809523809,,
5abd221b850005001b1aff37,51.973023,7.64153,Feinstaub_MS_PIUSALLEE,5abd221b850005001b1aff35,°C,20.383333333333333,20.875,21.05,21.241666666666667,21.436,21.041666666666668,21.070833333333336,20.266666666666666,15.420833333333334,14.660869565217391,14.2125,15.166666666666666,17.7,17.775000000000002,16.962500000000002,16.716666666666665,16.2625,15.664000000000001,16.370833333333334,19.879166666666666,20.404166666666665,20.5,20.474999999999998,20.496,20.5125,20.445833333333333
5acfae2a223bd8001977b620,51.988501,7.646677,PGKN FS03,5acfae2a223bd8001977b61e,°C,10.091666666666667,10.441666666666666,10.643999999999998,9.9875,10.158333333333333,10.516666666666667,10.979166666666666,11.120833333333332,10.862499999999999,11.195833333333333,11.38,12.741666666666667,14.308333333333332,14.6625,14.391666666666666,14.276,13.6875,12.916666666666666,10.987499999999999,9.604166666666666,9.52,8.6875,7.6499999999999995,7.008333333333333,6.633333333333333,6.279166666666666
5ae36891223bd8001972fb54,51.957807,7.642804,PGKN FS05,5ae36891223bd8001972fb52,°C,12.033333333333333,12.14,12.154166666666667,11.700000000000001,11.604166666666666,11.892000000000001,12.075000000000001,12.241666666666667,11.712499999999999,11.758333333333333,11.834782608695651,12.674999999999999,13.966666666666667,14.578260869565218,14.556,14.6625,14.549999999999999,13.758333333333333,12.747619047619047,11.525,11.658333333333333,11.02,9.920833333333333,9.108333333333333,8.6625,8.204
5ae36a64223bd80019734631,51.973884,7.615585,PGKN FS07,5ae36a64223bd8001973462f,°C,13.979166666666666,14.141666666666666,14.300000000000002,14.216,14.008333333333333,14.35,14.5375,14.672,14.516666666666666,14.566666666666668,14.424999999999999,14.775,16.092,17.05,16.758333333333333,16.400000000000002,16.468,16.079166666666666,15.058333333333332,13.94,13.620833333333332,13.1875,12.466666666666667,11.96,11.475,11.266666666666666
5b2689841fef04001b7af54c,51.966853,7.661677,Euglers Wetterstation,5b2689841fef04001b7af54a,°C,10.99736842105263,11.284210526315789,11.392105263157896,11.07948717948718,11.292105263157895,11.752631578947367,12.144736842105264,12.33421052631579,12,11.844736842105263,11.805263157894737,,,,,,,,,,,,,,,
5b2cc9471fef04001b7b4b44,51.928442,7.667642,TTN Device 1,5b2cc9471fef04001b7b4b3f,°C,17.509090909090908,17.84,17.6,17.163636363636364,16.685714285714287,17.45,18.772727272727273,19.457142857142856,19.349999999999998,19.09,19.02,21.022222222222222,30.05,32.0375,30.88888888888889,28.73,25.6125,23.771428571428572,22.0625,20.599999999999998,19.527272727272727,18.472727272727273,16.563636363636363,15.077777777777776,14.18888888888889,13.336363636363636
5b3df6905dc1ec001bcb37a8,51.981769,7.654102,PGKN Test,5b3df6905dc1ec001bcb37a1,°C,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40
5b3e7f6f5dc1ec001be11cf4,51.994149,7.569078,U6B GTÜ SSH Bölling & Partner,5b3e7f6f5dc1ec001be11cf1,°C,11.0284,11.232083333333334,11.418333333333335,10.556666666666667,11.239583333333334,11.815,12.400416666666667,11.817916666666667,11.507916666666667,11.642083333333334,12.123750000000001,13.186666666666667,14.09875,15.40125,15.855416666666668,20.467916666666667,17.669166666666666,16.6112,11.119166666666667,9.674166666666666,10.3325,7.174166666666667,5.7925,5.9054166666666665,5.1548,4.357083333333333
5bb610bf043f3f001b6a4c55,51.969056,7.595638,Botanischer Garten,5bb610bf043f3f001b6a4c53,°C,,,,,,,,,,,,,,,21.522222222222222,,,,,,,,,,,
5bcd7ba7bb15b700195022de,51.969075,7.596,Geo1,5bcd7ba7bb15b700195022d9,°C,,,,,,,,,,24.860327377358495,,,,,,,,,,,,,,,,
5bcd7d99bb15b7001950829d,51.968387,7.59539,Hochschulzentrum AAA Box,5bcd7d99bb15b7001950829a,°C,,,,,,,,,,26.50428542857143,,,,,,,,,,,,,,,,
5bcd7ed9bb15b7001950bff0,51.976547,7.585051,RHW Nr. 8,5bcd7ed9bb15b7001950bfea,°C,,,,,,,,,,0,0,,,,,,,,,,,,,,,
5bcd7fe2bb15b7001950f3cb,51.976065,7.60793,Rigaweg,5bcd7fe2bb15b7001950f3c6,°C,,,,,,,,,,27.0133335,26.94000011764706,,,,,,,,,,,,,,,
